Canon_SMILES,chembl_id,activity_type,value,units,assay_chembl_id,assay_description
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,CHEMBL36506,Ratio,0.5,,CHEMBL1661523,Binding affinity to human serum albumin assessed as fraction of binding sites occupied by compound at 7 to 15 ug/ml by SPR
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,CHEMBL36506,Ratio,1.0,,CHEMBL1661524,Binding affinity to human serum albumin assessed as fraction of binding sites occupied by compound at 60 ug/ml by SPR
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,CHEMBL36506,Ratio,1.5,,CHEMBL1661525,Binding affinity to human serum albumin assessed as fraction of binding sites occupied by compound at 120 ug/ml by SPR
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,CHEMBL36506,Ratio,2.0,,CHEMBL1661526,Binding affinity to human serum albumin assessed as fraction of binding sites occupied by compound at 180 to 250 ug/ml by SPR
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,CHEMBL374975,Ratio,0.5,,CHEMBL1661527,Binding affinity to human serum albumin assessed as fraction of binding sites occupied by compound at 20 ug/ml by SPR
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,CHEMBL374975,Ratio,1.0,,CHEMBL1661528,Binding affinity to human serum albumin assessed as fraction of binding sites occupied by compound at 160 ug/ml by SPR
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,CHEMBL374975,Ratio,1.5,,CHEMBL1661529,Binding affinity to human serum albumin assessed as fraction of binding sites occupied by compound at 215 to 430 ug/ml by SPR
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,CHEMBL161,PB,56.9,%,CHEMBL1681276,Binding affinity to human serum albumin in THB medium containing 40 g/L HSA
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,CHEMBL1359,PB,17.8,%,CHEMBL1681276,Binding affinity to human serum albumin in THB medium containing 40 g/L HSA
NC(=O)c1cc(-c2ccccc2)cc2c(C3CCCNC3)c[nH]c12,CHEMBL1761510,PB,91.0,%,CHEMBL1764216,Binding affinity to human serum albumin
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,Kd,2.0,uM,CHEMBL1777138,Binding affinity to human serum albumin at 20 degC by isothermal titration calorimetry analysis
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CHEMBL473417,Kd,5.5,uM,CHEMBL1777138,Binding affinity to human serum albumin at 20 degC by isothermal titration calorimetry analysis
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CHEMBL473417,Kd,6.0,uM,CHEMBL1777130,Binding affinity to low-affinity binding site of human serum albumin at 20 degC by surface plasmon resonance assay
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,Kd,12.0,uM,CHEMBL1777119,Binding affinity to human serum albumin at 37 degC by surface plasmon resonance assay
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CHEMBL473417,Kd,120.0,uM,CHEMBL1777119,Binding affinity to human serum albumin at 37 degC by surface plasmon resonance assay
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CHEMBL473417,Kd,130.0,uM,CHEMBL1777125,Binding affinity to high-affinity binding site of human serum albumin at 20 degC by surface plasmon resonance assay
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,Kd,510.0,uM,CHEMBL1777125,Binding affinity to high-affinity binding site of human serum albumin at 20 degC by surface plasmon resonance assay
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,Kd,5.4,uM,CHEMBL1777130,Binding affinity to low-affinity binding site of human serum albumin at 20 degC by surface plasmon resonance assay
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,CHEMBL1088752,PPB,94.9,%,CHEMBL1785296,Binding affinity to human serum albumin
O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL1083943,Activity,21.0,%,CHEMBL1805603,Displacement of radiolabeled warfarin from human serum albumin site 1 in phosphate buffer at pH 7.4 upto 12 uM by fluorescence spectroscopy
O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL1233652,Activity,23.0,%,CHEMBL1805603,Displacement of radiolabeled warfarin from human serum albumin site 1 in phosphate buffer at pH 7.4 upto 12 uM by fluorescence spectroscopy
O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL1083943,Activity,0.0,%,CHEMBL1805604,Displacement of radiolabeled dansylsarcosine from human serum albumin site 2 in phosphate buffer at pH 7.4 upto 12 uM by fluorescence spectroscopy
O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL1233652,Activity,2.0,%,CHEMBL1805604,Displacement of radiolabeled dansylsarcosine from human serum albumin site 2 in phosphate buffer at pH 7.4 upto 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,log Ks,6.68,,CHEMBL1805605,Binding affinity to human serum albumin by equilibrium dialysis
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CHEMBL968,log Ks,3.38,,CHEMBL1805605,Binding affinity to human serum albumin by equilibrium dialysis
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CHEMBL16,log Ks,4.09,,CHEMBL1805605,Binding affinity to human serum albumin by equilibrium dialysis
CC(C)NCC(O)COc1cccc2[nH]ccc12,CHEMBL500,log Ks,2.65,,CHEMBL1805605,Binding affinity to human serum albumin by equilibrium dialysis
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,log Ks,5.13,,CHEMBL1805605,Binding affinity to human serum albumin by equilibrium dialysis
CN(C)c1cccc2c(S(=O)(=O)N(C)CC(=O)O)cccc12,CHEMBL1230668,log Ks,5.39,,CHEMBL1805605,Binding affinity to human serum albumin by equilibrium dialysis
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CHEMBL397420,Activity,49.8,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,CHEMBL842,Activity,28.9,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CHEMBL498,Activity,19.2,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CHEMBL452,Activity,0.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL891,Activity,0.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL12,Activity,6.6,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CHEMBL1466,Activity,86.4,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,CHEMBL898,Activity,59.7,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,CHEMBL277522,Activity,0.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,Activity,48.6,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CHEMBL968,Activity,0.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,CHEMBL35,Activity,36.2,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL472,Activity,28.6,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL521,Activity,0.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,Activity,25.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,CHEMBL53292,Activity,51.7,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CHEMBL154,Activity,24.7,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL101,Activity,53.5,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CHEMBL16,Activity,4.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(C)NCC(O)COc1cccc2[nH]ccc12,CHEMBL500,Activity,0.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CHEMBL527,Activity,6.7,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1O,CHEMBL424,Activity,15.9,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,CHEMBL832,Activity,35.2,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CHEMBL83,Activity,0.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CHEMBL302795,Activity,52.3,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL54976,Activity,0.0,%,CHEMBL1805606,Displacement of radiolabeled warfarin from fatty acid-free human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CHEMBL397420,Activity,12.5,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,CHEMBL842,Activity,8.0,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CHEMBL498,Activity,28.5,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CHEMBL452,Activity,16.2,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL891,Activity,24.1,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL12,Activity,61.0,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CHEMBL1466,Activity,88.8,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,CHEMBL898,Activity,33.2,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,CHEMBL277522,Activity,70.0,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,Activity,95.8,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CHEMBL968,Activity,4.3,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,CHEMBL35,Activity,19.2,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL472,Activity,33.9,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL521,Activity,80.3,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,Activity,64.8,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,CHEMBL53292,Activity,33.1,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CHEMBL154,Activity,91.3,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL101,Activity,25.3,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CHEMBL16,Activity,0.0,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(C)NCC(O)COc1cccc2[nH]ccc12,CHEMBL500,Activity,0.2,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CHEMBL527,Activity,45.5,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1O,CHEMBL424,Activity,24.9,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,CHEMBL832,Activity,18.6,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CHEMBL83,Activity,16.3,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CHEMBL302795,Activity,27.4,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL54976,Activity,15.3,%,CHEMBL1805607,Displacement of radiolabeled dansylsarcosine from fatty acid-free human serum albumin site 2 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CHEMBL397420,Activity,54.6,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,CHEMBL842,Activity,16.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CHEMBL498,Activity,18.5,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CHEMBL452,Activity,3.8,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL891,Activity,5.7,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL12,Activity,6.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CHEMBL1466,Activity,10.5,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,CHEMBL898,Activity,77.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,CHEMBL277522,Activity,0.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,Activity,68.6,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CHEMBL968,Activity,6.3,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,CHEMBL35,Activity,47.3,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL472,Activity,50.7,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL521,Activity,0.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,Activity,63.2,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,CHEMBL53292,Activity,38.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CHEMBL154,Activity,38.8,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL101,Activity,63.5,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CHEMBL16,Activity,9.3,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CC(C)NCC(O)COc1cccc2[nH]ccc12,CHEMBL500,Activity,0.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CHEMBL527,Activity,53.5,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
O=C(O)c1ccccc1O,CHEMBL424,Activity,7.0,%,CHEMBL1805608,Displacement of radiolabeled warfarin from fatty acid containing human serum albumin site 1 in phosphate buffer at pH 7.4 at 12 uM by fluorescence spectroscopy
