Drug,Y
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CSC1CC(=O)N(CCCCCC(=O)Nc2ccc(C(c3c(O)c4ccccc4oc3=O)c3c(O)c4ccccc4oc3=O)cc2)C1=O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C,83.8
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CSC1CC(=O)N(CCCCCCCCCCCC(=O)Nc2ccc(C(c3c(O)c4ccccc4oc3=O)c3c(O)c4ccccc4oc3=O)cc2)C1=O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C,96.4
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(NC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C,97.8
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C,5.1
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CSC1CC(=O)N(CCC(=O)Nc2ccc(C(c3c(O)c4ccccc4oc3=O)c3c(O)c4ccccc4oc3=O)cc2)C1=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C,57.7
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CSC1CC(=O)N(CCCCCC(=O)Nc2ccc(C(c3c(O)c4ccccc4oc3=O)c3c(O)c4ccccc4oc3=O)cc2)C1=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C,74.9
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CSC1CC(=O)N(CCCCCCCCCCCC(=O)Nc2ccc(C(c3c(O)c4ccccc4oc3=O)c3c(O)c4ccccc4oc3=O)cc2)C1=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C,81.3
CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,96.0
CC[C@H]1[C@@H](O)[C@@H]2[C@H](C[C@H](O)[C@]3(C)[C@@H]([C@H](C)C[C@H](C)C(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,62.0
CC[C@H]1[C@@H](O)[C@@H]2[C@H]([C@@H](O)C[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,72.0
CCc1c(C(=O)c2cc(C)cc(C#N)c2)n(CC)c(=O)[nH]c1=O,85.1
CCc1c(C)nn(CCNC(=O)C2C(c3ccc(F)cc3)C2(C)C)c1C,5.0
CCc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl.NC(CO)(CO)CO,97.4
CCn1c(-c2ccnc(N)n2)cc(C(N)=O)c1-c1ccccc1,94.0
CCn1c(C(=O)c2cc(C)cc(C#N)c2)c(C(C)(C)C)c(=O)[nH]c1=O,99.3
CCn1c(C(=O)c2cc(C)cc(C#N)c2)c(C(C)C)c(=O)[nH]c1=O,83.4
CCn1c(C(F)(F)c2cc(C)cc(C#N)c2)c(C(C)C)c(=O)[nH]c1=O,98.7
CCn1c(C(F)c2cc(C)cc(C#N)c2)c(C(C)C)c(=O)[nH]c1=O,98.0
CCn1c(Oc2cc(C)cc(C#N)c2)c(C(C)C)c(=O)[nH]c1=O,96.0
CCn1cc(C)c2c([C@H](O)c3ccc(C(F)(F)F)nc3)n(C)nc2c1=O,50.1
CCn1cc(C2CC2)c2c(Cc3ccc(C(F)(F)F)nc3)n(C)nc2c1=O,50.0
CCn1cc(Cl)c2c(Cc3ccc(C(F)(F)F)nc3)n(C)nc2c1=O,44.2
CCn1ccc2c([C@@](O)(CC)c3ccc(C(F)(F)F)nc3)n(C)nc2c1=O,21.3
CCn1ccc2c([C@](O)(c3cnc(C(F)(F)F)c(Cl)c3)C3CC3)n(C)nc2c1=O,17.9
CN(C)C(=O)c1cc(N2C(=O)NC(C)(C)C2=O)ccc1F,5.9
CN(C)C(=O)c1nc2ccccc2c(-c2ccccc2)c1CI,95.02
CN(C)CCCN1c2ccccc2CCc2ccccc21,84.9
CN(C)C[C@@]1(C(N)=O)CCCN1C(=O)Nc1nc2c(s1)-c1nc(C(C)(C)C)ncc1CC2,78.7
CN(C)[C@@H]1C[C@@H](C(N)=O)N(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)ncc2CC3)C1,89.7
CN(C)c1ccc(-c2cc(NC[C@H]3CCCNC3)c3cccnc3c2)cn1,95.0
CN(C)c1ccc(-c2cc3ncccc3c(NC[C@H]3CCCNC3)n2)cn1,94.0
CN(C)c1ccc(-c2cc3nccnc3c(CCC3CCCNC3)n2)cn1,91.0
CN(C)c1ccc(-c2cc3nccnc3c(NCC(F)(F)F)n2)cn1,96.0
CN(C)c1ccc(-c2cc3nccnc3c(NCC3CNCC(F)(F)C3)n2)cn1,93.0
CN(C)c1ccc(-c2cc3nccnc3c(NCCC(N)=O)n2)cn1,96.0
CN(C)c1ccc(-c2cc3nccnc3c(NCCCCN)n2)cn1,89.0
CN(C)c1ccc(-c2cc3nccnc3c(NCCCCO)n2)cn1,92.0
CN(C)c1ccc(-c2cc3nccnc3c(NC[C@@H]3CNCCC3(F)F)n2)cn1,95.0
CN(C)c1ccc(-c2cc3nccnc3c(NC[C@@H]3CNCCN3C)n2)cn1,91.0
CN(C)c1ccc(-c2cc3nccnc3c(NC[C@@H]3CNCCO3)n2)cn1,88.0
CN(C)c1ccc(-c2cc3nccnc3c(NC[C@H]3CCCNC3)n2)cn1,92.0
CN(C)c1ccc(-c2cc3nccnc3c(NC[C@H]3CNCCC3(F)F)n2)cn1,95.0
CN(C)c1ccc(-c2cc3nccnc3c(NC[C@H]3CNCCN3C)n2)cn1,93.0
CN(C)c1ccc(-c2cc3nccnc3c(NC[C@H]3CNCCO3)n2)cn1,89.0
CN(C)c1ccc(-c2cc3nccnc3c(OC[C@@H]3CCCNC3)n2)cn1,91.0
CN(C)c1ccc(-c2cc3nccnc3c(OC[C@H]3CCCNC3)n2)cn1,90.0
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,93.5
CN1C(=O)N(c2ccc(F)c(C(F)(F)F)c2)C(=O)C1(C)C,40.9
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,96.65
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,99.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,98.4
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(/C=C/c4c(Cl)cccc4Cl)oc23)[C@H](O)C1,96.7
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,72.0
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,91.0
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,35.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,14.85
CNC(=O)c1cc(C(=O)NC2CC2)cc2c1O[C@H](C)[C@H]2c1ccccc1,89.0
CNC(=O)c1cc(C(=O)NC2CC2)cc2c1O[C@H](CO)[C@H]2c1ccccc1,79.0
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,10.0
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,87.65
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2ccc1cc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,99.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,40.1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,56.9
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,95.0
COC1=C(C(=O)Nc2ncc(C)s2)N(C)S(=O)(=O)c2ccccc21,75.05000000000001
COCCOc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl.NC(CO)(CO)CO,44.2
COc1c(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)ccc(-c2scnc2C)c1F,89.0
COc1c(N)c(F)cc(C(=O)NC2CCC(=O)NC2=O)c1F,14.0
COc1c(N2CC3(CC3)[C@](C)(N)C2)c(F)cc2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,5.4
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1.3
COc1c(N2C[C@@H]3CCOC[C@@]3(N)C2)c(F)cc2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,0.0
COc1c(N2C[C@H]3CCOC[C@@]3(N)C2)c(F)cc2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,12.0
COc1cc(-c2scnc2C)c(F)cc1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C,88.0
COc1cc(-c2scnc2C)c(F)cc1[C@H](C)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C,89.0
COc1cc(-c2scnc2C)c(OC)cc1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C,86.0
COc1cc(-c2scnc2C)cc(OC)c1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C,88.0
COc1cc(-c2scnc2C)ccc1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C,88.0
COc1cc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)ccc1-c1scnc1C,87.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,20.2
COc1cc(N)ccc1C(=O)NC1CCC(=O)NC1=O,17.0
COc1cc(N2CCC(CNC(=O)C[C@@H]3N=C(c4ccc(Cl)cc4)c4c(sc(C)c4C)-n4c(C)nnc43)CC2)ccc1C(=O)NC1CCC(=O)NC1=O,92.0
COc1cc(NCC(=O)NCCCCCCCC(=O)Nc2ccc(C(=O)NCCCCCCC(=O)NO)cc2)ccc1C(=O)NC1CCC(=O)NC1=O,90.0
COc1cc2[nH]c(=O)[nH]c2nc1NS(=O)(=O)c1cccc(Cl)c1Cl,93.0
COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(-c3ccccc3C(C)(C)C)c12,97.7
COc1cc2c(cc1-c1ccc(I)cc1)NC(=O)CC(c1cccc(-n3ccnc3)c1)=N2,98.32
COc1cc2c(cc1C(F)(F)F)NC(=O)CC(c1cccc(-n3ccnc3)c1)=N2,92.41
COc1cc2ncc(C(=O)N[C@H]3CC[C@H](C(C)(C)O)CC3)cc2cn1,67.0
COc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl,89.0
COc1ccc(-c2ccccc2C2CCN(C[C@@H](O)COc3ccc(-c4cn5ccccc5n4)cc3)CC2)cc1,98.5
COc1ccc(-c2ccccc2N2CCN(CCCCOc3ccc4c(c3)NC(=O)C(C)O4)CC2)cc1,98.8
COc1ccc(-c2ccccc2N2CCN(C[C@@H](O)COc3cc(Cl)c4oc(=O)cc(C)c4c3)CC2)cc1,99.4
COc1ccc(-c2ccccc2N2CCN(C[C@@H](O)COc3ccc(-c4cn5ccccc5n4)cc3)CC2)cc1,99.9
COc1ccc(-c2ccccc2N2CCN(C[C@@H](O)COc3ccc4c(c3)NC(=O)C(C)O4)CC2)cc1,99.9
COc1ccc(-c2ccccc2N2CCN(C[C@@H](O)COc3cnccn3)CC2)cc1,98.5
COc1ccc(C(=O)N2CCN(/C(=N/C#N)Nc3ccccc3C)CC2c2ccccc2)cc1OC,92.0
COc1ccc(C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1I,96.5
COc1ccc(C(=O)N2CCN(c3c(Nc4ccccc4C)c(=O)c3=O)CC2c2ccccc2)cc1OC,96.0
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,58.0
COc1ccc(CN2CCCN(Cc3ccccc3)[C@@H](C)C2)cc1,1.6
COc1ccc(NC(=O)N2CCN(c3c(Nc4ccccc4C)c(=O)c3=O)CC2)cc1OC,69.0
COc1ccc(NC(=O)N2CCN(c3c(Nc4ccccc4C)c(=O)c3=O)CC2c2ccccc2)cc1OC,95.0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,56.6
COc1ccc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,92.0
COc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,76.0
COc1ccc2c(c1)CN(c1ccc(C(C)C(=O)O)cc1)C2=O,98.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,97.4
COc1ccc2cc(C(=O)N[C@H]3CC[C@H](C(C)(C)O)CC3)cnc2n1,73.0
COc1cccc2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)nn2C,97.7
COc1nc2[nH]c(=O)[nH]c2cc1NS(=O)(=O)c1cccc(Cl)c1Cl,93.0
COc1nc2[nH]c(=O)[nH]c2nc1NS(=O)(=O)c1cccc(Cl)c1Cl,93.0
COc1ncc(-c2cc(-c3ncc(CN4C[C@@H](C)O[C@@H](C)C4)o3)c3cn[nH]c3c2)cc1NS(C)(=O)=O,90.0
COc1ncc(-c2cc3c(c(-c4nnc(C)o4)c2)COC3)cc1NS(C)(=O)=O,90.0
COc1ncc(-c2cc3c(c(NC(=O)CN4CCOCC4)c2)COC3)cc1NS(C)(=O)=O,64.0
COc1ncc(-c2cc3c(c(NC(=O)c4cccc(C)n4)c2)COC3)cc1NS(C)(=O)=O,93.0
COc1ncc(C2=CCOCC2)cc1NS(=O)(=O)c1cn(Cc2ccccc2)c(C)n1,89.9
COc1ncc(C2=CCOCC2)cc1S(=O)(=O)Nc1ccnc(C)c1,79.0
COc1ncc(C2=CCOCC2)cc1S(=O)(=O)Nc1cncc(C#CCN2CCN(C(C)C)CC2)c1,83.0
COc1ncc(C2=CCOCC2)cc1S(=O)(=O)Nc1cncc(C)c1,91.0
COc1nn(C)c2ncnc(NS(=O)(=O)c3ccc(Cl)s3)c12,97.7
COc1nn(C)c2ncnc(NS(=O)(=O)c3cccc(Cl)c3Cl)c12,98.5
CS(=O)(=O)Cc1nc2c(Br)cc(Cl)cn2c1[N+](=O)[O-],76.9
CS(=O)(=O)Cc1nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn2c1[N+](=O)[O-],98.9
CS(=O)(=O)NC(=O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,99.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,90.0
CS(=O)(=O)O.NC1C2CC3CC1CC(C2)C31OO[C@]2(CC[C@@H](c3ccc(OCC(=O)O)cc3)CC2)O1,94.2
CS(=O)(=O)O.O=C(O)CNCc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,97.6
C[C@@H](C(=O)NCCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,62.0
C[C@@H](C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,70.0
C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,99.8
C[C@@H](C(N)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,92.0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,17.8
C[C@@H](Oc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl)c1ccc(Cl)cn1.NC(CO)(CO)CO,97.9
C[C@@H](Oc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl)c1ccc(F)cn1.NC(CO)(CO)CO,94.0
C[C@@H](Oc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl)c1ccccn1.NC(CO)(CO)CO,93.3
C[C@@H](Oc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl)c1cccnn1,59.1
C[C@@H](Oc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl)c1ncccn1.NC(CO)(CO)CO,59.1
C[C@@H](Oc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl)c1ncco1.NC(CO)(CO)CO,77.3
C[C@@H](Oc1cc2onc(CCC(=O)O)c2cc1Cl)c1ccc(Cl)cn1.NC(CO)(CO)CO,99.0
C[C@@H](Oc1cc2onc(CCC(=O)O)c2cc1Cl)c1ccc(F)cn1,98.3
C[C@@H]1CCN(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)ncc2CC3)[C@@H]1C(N)=O,90.4
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,94.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,94.5
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,71.0
C[C@H](Oc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl)c1ccccn1.NC(CO)(CO)CO,91.6
C[C@H]1CCN1c1cc2ncc(C(=O)N[C@H]3CCNC3=O)cc2cn1,56.0
C[C@H]1CCN1c1ccc2cc(C(=O)N[C@H]3CC[C@H](C(C)(C)O)CC3)cnc2n1,78.0
C[C@H]1CCN1c1nc2ncc(C(=O)N[C@H]3CCNC3=O)cc2cc1Cl,81.0
C[C@H]1CCN1c1nc2ncc(C(=O)N[C@H]3CC[C@](C)(O)CC3)cc2cc1Cl,87.0
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,14.0
C[C@](O)(CS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,99.9
C[C@]1(O)C[C@@H](NC(=O)c2cnc3cc(N4CCC4)ncc3c2)C1,52.0
C[C@]1(O)C[C@@H](NC(=O)c2cnc3nc(C4CC4)c(Cl)cc3c2)C1,87.0
C[C@]1(O)C[C@H](NC(=O)c2cnc3nc(C4CC4)c(Cl)cc3c2)C1,86.0
Cc1[nH]c(C(=O)N2CCC2)c(C)c1Cc1ccc(C(F)(F)F)nc1,77.2
Cc1[nH]c(C(=O)N2CCCC2)cc1Cc1ccc(C(F)(F)F)nc1,81.5
Cc1[nH]c(C(=O)N2CCCCC2)cc1Cc1ccc(C(F)(F)F)nc1,87.5
